Country,Region,Points,Price,Grape
Spain,Northern Spain,87,11.0,Verdejo
Spain,Galicia,87,20.0,Albariño
Germany,Nahe,87,21.0,Riesling
US,California,87,11.0,Viognier
Germany,Mosel,87,23.0,Rosé
Argentina,Mendoza Province,87,17.0,Cabernet Sauvignon
Spain,Northern Spain,87,13.0,Tempranillo
Australia,South Australia,87,20.0,Pinot Noir
Argentina,Mendoza Province,87,16.0,Malbec
Italy,Piedmont,87,70.0,Nebbiolo
Germany,Rheinhessen,87,13.0,Riesling
Italy,Piedmont,87,25.0,Nebbiolo
US,California,87,18.0,Sangiovese
US,California,87,28.0,Petite Sirah
US,Oregon,87,40.0,Cabernet Sauvignon
France,Champagne,87,59.0,Champagne Blend
US,California,87,35.0,Chardonnay
US,California,87,7.0,Pinot Grigio
US,Oregon,87,36.0,Pinot Noir
US,California,87,55.0,Pinot Noir
Italy,Northeastern Italy,87,17.0,Pinot Bianco
US,California,87,45.0,Red Blend
Italy,Northeastern Italy,87,48.0,Gewürztraminer
Portugal,Douro,87,13.0,Portuguese Red
Chile,Maipo Valley,87,15.0,Red Blend
France,Southwest France,87,13.0,Red Blend
US,California,87,40.0,Bordeaux-style Red Blend
US,California,87,22.0,Chardonnay
Portugal,Alentejano,87,14.0,Portuguese Red
US,California,87,18.0,Zinfandel
US,California,87,35.0,Chardonnay
US,California,87,60.0,Pinot Noir
Italy,Northeastern Italy,87,13.0,Pinot Grigio
US,California,87,79.0,Cabernet Sauvignon
US,California,87,30.0,Chardonnay
Italy,Northeastern Italy,87,9.0,Moscato
Italy,Lombardy,87,15.0,Turbiana
US,California,87,17.0,Chardonnay
US,California,87,27.0,Merlot
Argentina,Mendoza Province,82,7.0,Moscato
US,Virginia,82,18.0,Chambourcin
Argentina,Mendoza Province,82,12.0,Malbec-Cabernet Sauvignon
US,California,82,35.0,Merlot
France,Loire Valley,82,13.0,Rosé
Portugal,Vinho Verde,82,9.0,Portuguese White
US,Virginia,82,18.0,Red Blend
US,Virginia,82,18.0,Cabernet Sauvignon
Spain,Northern Spain,82,14.0,Cabernet Sauvignon
US,California,82,32.0,Cabernet Sauvignon
US,Arizona,82,19.0,Riesling
US,North Carolina,82,30.0,Chardonnay
US,North Carolina,81,18.0,Rosé
US,California,81,20.0,Grenache
Argentina,Mendoza Province,81,13.0,Torrontés
US,North Carolina,81,13.0,Rosé
US,Virginia,81,14.0,Traminette
US,Virginia,81,20.0,Viognier
Argentina,Mendoza Province,81,8.0,Moscato
US,Virginia,81,15.0,Traminette
France,Loire Valley,81,14.0,Chenin Blanc
US,Virginia,81,15.0,Viognier
US,Virginia,81,18.0,Red Blend
Argentina,Mendoza Province,80,13.0,Chardonnay
Argentina,Mendoza Province,80,5.0,Malbec
US,Virginia,80,17.0,Red Blend
France,Burgundy,96,240.0,Pinot Noir
Spain,Northern Spain,96,90.0,Tinto Fino
France,Burgundy,96,315.0,Chardonnay
France,Burgundy,96,115.0,Pinot Noir
US,Washington,87,40.0,Bordeaux-style Red Blend
Italy,Tuscany,87,40.0,Sangiovese
France,Rhône Valley,87,14.0,Grenache-Syrah
US,California,87,18.0,Pinot Noir
India,Nashik,87,12.0,Chenin Blanc
Italy,Tuscany,87,70.0,Sangiovese
Italy,Tuscany,87,32.0,Sangiovese
Spain,Levante,87,12.0,Tempranillo Blend
US,Washington,87,14.0,Merlot
US,Washington,87,14.0,Syrah
US,Washington,87,10.0,Riesling
Spain,Central Spain,87,42.0,Sparkling Blend
France,Loire Valley,87,22.0,Rosé
US,California,87,24.0,Albariño
US,California,87,40.0,Chardonnay
France,Loire Valley,87,25.0,Sauvignon Blanc
France,Burgundy,87,25.0,Chardonnay
France,Burgundy,87,27.0,Chardonnay
US,California,87,17.0,Cabernet Sauvignon
France,Rhône Valley,87,15.0,Rhône-style Red Blend
France,Loire Valley,87,28.0,Pinot Noir
France,Loire Valley,87,28.0,Sauvignon Blanc
US,California,87,18.0,White Blend
US,New York,87,45.0,White Blend
Italy,Tuscany,87,16.0,Red Blend
Italy,Tuscany,87,40.0,Red Blend
Italy,Tuscany,87,58.0,Red Blend
Spain,Galicia,87,14.0,White Blend
Italy,Tuscany,87,21.0,Red Blend
US,New York,88,19.0,Cabernet Sauvignon
Italy,Central Italy,88,24.0,Lambrusco Grasparossa
US,California,88,28.0,Viognier
US,Washington,88,22.0,Chardonnay
US,California,88,30.0,Cabernet Sauvignon
US,California,88,60.0,Rhône-style Red Blend
US,Washington,88,50.0,Bordeaux-style Red Blend
US,Washington,88,12.0,Chardonnay
US,California,88,25.0,Chardonnay
France,Alsace,88,30.0,Riesling
Portugal,Dão,88,8.0,Portuguese Red
Portugal,Alentejano,88,23.0,Portuguese Red
Turkey,Turkey,88,21.0,Boğazkere
US,California,88,28.0,Rhône-style White Blend
France,Bordeaux,88,12.0,Bordeaux-style Red Blend
France,Bordeaux,88,19.0,Bordeaux-style Red Blend
France,Bordeaux,88,12.0,Bordeaux-style White Blend
France,Bordeaux,88,25.0,Bordeaux-style White Blend
US,California,88,20.0,Sauvignon Blanc
Romania,Colinele Dobrogei,88,9.0,Pinot Grigio
US,California,88,42.0,Syrah
Italy,Piedmont,88,55.0,Nebbiolo
France,Alsace,88,19.0,Riesling
France,Alsace,88,50.0,Pinot Noir
US,California,88,25.0,Syrah
Chile,Rapel Valley,88,22.0,Malbec
US,California,88,25.0,Syrah
US,California,88,32.0,Syrah
Italy,Sicily & Sardinia,87,24.0,Carricante
France,Burgundy,87,27.0,Pinot Noir
Italy,Sicily & Sardinia,87,25.0,Grillo
France,Alsace,87,18.0,Sylvaner
Spain,Northern Spain,87,24.0,Garnacha
US,California,87,10.0,Sauvignon Blanc
Italy,Sicily & Sardinia,87,16.0,Grillo
Germany,Mosel,87,15.0,Riesling
Italy,Sicily & Sardinia,87,13.0,Red Blend
Chile,Central Valley,87,10.0,Cabernet Sauvignon
Chile,Central Valley,87,10.0,Cabernet Sauvignon
Spain,Northern Spain,87,13.0,Tempranillo
France,Bordeaux,87,28.0,Rosé
Spain,Northern Spain,87,15.0,Viura
France,Bordeaux,87,15.0,Rosé
France,Burgundy,87,35.0,Pinot Noir
US,California,87,30.0,Zinfandel
France,Alsace,87,15.0,Pinot Blanc
France,Alsace,87,21.0,Pinot Auxerrois
Chile,Leyda Valley,87,15.0,Sauvignon Blanc
Italy,Sicily & Sardinia,87,29.0,Chardonnay
US,Oregon,87,39.0,Pinot Noir
Italy,Sicily & Sardinia,87,17.0,Inzolia
US,California,85,10.0,Chardonnay
US,California,85,10.0,Sauvignon Blanc
France,Rhône Valley,85,19.0,Rhône-style Red Blend
US,California,85,55.0,Cabernet Sauvignon
Chile,Leyda Valley,85,13.0,Rosé
France,Rhône Valley,85,12.0,Rosé
US,California,85,23.0,Chardonnay
Chile,Leyda Valley,85,12.0,Pinot Noir
US,Oregon,85,28.0,Cabernet Sauvignon
France,Southwest France,85,14.0,Rosé
Spain,Galicia,85,22.0,Albariño
Chile,Bío Bío Valley,85,12.0,Pinot Noir
Chile,Leyda Valley,85,11.0,Pinot Noir
US,California,85,30.0,Semillon-Sauvignon Blanc
US,California,85,75.0,Cabernet Sauvignon
US,California,85,75.0,Petit Verdot
Spain,Catalonia,85,18.0,Sparkling Blend
Spain,Catalonia,85,14.0,Tempranillo-Cabernet Sauvignon
Chile,Maule Valley,85,13.0,Carmenère
France,Southwest France,85,12.0,Rosé
Italy,Tuscany,85,15.0,Red Blend
Chile,Casablanca Valley,85,24.0,Chardonnay
France,Southwest France,85,11.0,White Blend
US,Oregon,85,20.0,Syrah
US,Oregon,85,18.0,Pinot Gris
Greece,Nemea,85,13.0,Agiorgitiko
US,California,85,30.0,Bordeaux-style Red Blend
US,California,85,18.0,Sauvignon Blanc
Spain,Northern Spain,85,16.0,Tempranillo
New Zealand,Kumeu,92,45.0,Chardonnay
US,California,92,30.0,Sauvignon Blanc
US,California,92,85.0,Cabernet Sauvignon
France,Alsace,92,48.0,Gewürztraminer
France,Alsace,92,80.0,Pinot Gris
France,Alsace,92,40.0,Pinot Gris
Italy,Sicily & Sardinia,92,28.0,Red Blend
US,California,92,30.0,Zinfandel
France,Alsace,92,48.0,Gewürztraminer
Israel,Haut-Judeé,92,75.0,Bordeaux-style Red Blend
France,Alsace,92,64.0,Gewürztraminer
US,Oregon,92,45.0,Pinot Noir
US,California,92,27.0,Cabernet Sauvignon
Portugal,Port,92,80.0,Port
Argentina,Mendoza Province,92,120.0,Malbec-Cabernet Sauvignon
US,Oregon,92,24.0,Riesling
US,California,92,45.0,Red Blend
US,Oregon,92,60.0,Pinot Noir
Spain,Northern Spain,92,145.0,Tempranillo Blend
Italy,Sicily & Sardinia,92,20.0,White Blend
Italy,Sicily & Sardinia,92,50.0,Red Blend
Israel,Judean Hills,92,30.0,Cabernet Sauvignon
US,Oregon,92,50.0,Pinot Noir
US,Oregon,92,45.0,Chardonnay
Germany,Mosel,92,48.0,Riesling
Italy,Sicily & Sardinia,92,59.0,Red Blend
Argentina,Mendoza Province,92,120.0,Bordeaux-style Red Blend
Germany,Mosel,92,25.0,Riesling
US,Oregon,92,20.0,Riesling
New Zealand,Hawke's Bay,92,85.0,Bordeaux-style Red Blend
France,Alsace,91,27.0,Sylvaner
US,California,91,40.0,Rhône-style Red Blend
France,Alsace,91,35.0,Gewürztraminer
US,California,91,50.0,Pinot Noir
US,California,91,29.0,Tempranillo
US,California,91,64.0,Cabernet Sauvignon
US,California,91,20.0,Merlot
US,California,91,20.0,Syrah
US,California,91,54.0,Pinot Noir
US,California,91,29.0,Zinfandel
US,California,91,28.0,Pinot Noir
US,California,91,60.0,Pinot Noir
Italy,Tuscany,91,55.0,Sangiovese
Australia,South Australia,91,35.0,Cabernet Sauvignon
US,Oregon,91,24.0,Pinot Blanc
US,Oregon,91,50.0,Pinot Noir
Italy,Tuscany,91,58.0,Sangiovese
US,California,91,66.0,Red Blend
US,California,91,56.0,Rhône-style Red Blend
US,California,91,42.0,Pinot Noir
US,California,91,20.0,Syrah
US,California,91,62.0,Pinot Noir
US,Oregon,91,50.0,Pinot Noir
US,California,91,45.0,Pinot Noir
US,California,91,32.0,Grenache
US,Oregon,91,55.0,Pinot Noir
US,Oregon,91,30.0,Chardonnay
US,California,91,45.0,Pinot Noir
US,Oregon,91,35.0,Pinot Noir
Australia,South Australia,91,65.0,Cabernet Sauvignon
Italy,Lombardy,89,30.0,Turbiana
US,Washington,89,60.0,Cabernet Sauvignon
France,Provence,89,13.0,Rosé
France,Provence,89,12.0,Rosé
US,California,89,19.0,Sauvignon Blanc
US,Washington,89,55.0,Red Blend
US,California,89,22.0,Rhône-style White Blend
US,Oregon,89,32.0,Pinot Noir
Italy,Sicily & Sardinia,89,22.0,Grillo
Italy,Southern Italy,89,38.0,Greco
Spain,Northern Spain,89,21.0,White Blend
Austria,Kamptal,89,12.0,Grüner Veltliner
France,Provence,89,26.0,Rosé
France,Provence,89,22.0,Rosé
US,California,89,15.0,Rosé
US,California,89,48.0,Chardonnay
Italy,Sicily & Sardinia,89,29.0,Syrah
France,Southwest France,89,14.0,White Blend
New Zealand,Marlborough,89,18.0,Pinot Noir
Argentina,Mendoza Province,89,27.0,Malbec
Spain,Catalonia,89,33.0,Sparkling Blend
New Zealand,Marlborough,89,22.0,Sauvignon Blanc
US,California,89,13.0,Cabernet Sauvignon
US,New York,89,22.0,Rosé
New Zealand,Central Otago,89,25.0,Pinot Noir
France,Provence,89,15.0,Rosé
US,California,87,23.0,Sauvignon Blanc
Germany,Rheinhessen,87,14.0,Riesling
US,Oregon,87,48.0,Pinot Noir
Portugal,Douro,87,18.0,Portuguese Red
Spain,Catalonia,87,17.0,Garnacha Blanca
Spain,Northern Spain,87,13.0,Tempranillo
Australia,South Australia,87,20.0,Pinot Noir
US,California,87,25.0,Pinot Noir
Italy,Piedmont,87,25.0,Nebbiolo
Germany,Rheinhessen,87,13.0,Riesling
Germany,Mosel,87,23.0,Rosé
Argentina,Mendoza Province,87,17.0,Cabernet Sauvignon
Italy,Piedmont,87,32.0,Nebbiolo
Argentina,Mendoza Province,87,14.0,Malbec
Italy,Piedmont,87,56.0,Nebbiolo
Spain,Northern Spain,87,13.0,Tempranillo Blend
Argentina,Mendoza Province,87,17.0,Malbec
Argentina,Mendoza Province,87,20.0,Cabernet Sauvignon
Spain,Northern Spain,87,36.0,Tempranillo
Argentina,Mendoza Province,87,22.0,Malbec
Argentina,Mendoza Province,87,20.0,Malbec
France,Burgundy,87,32.0,Chardonnay
France,Burgundy,87,32.0,Chardonnay
Germany,Rheinhessen,87,16.0,Riesling
Argentina,Mendoza Province,87,11.0,Torrontés
Portugal,Tejo,87,10.0,Portuguese Red
Germany,Mosel,87,16.0,Elbling
Italy,Piedmont,87,30.0,Barbera
France,Burgundy,87,37.0,Chardonnay
Argentina,Other,87,17.0,Torrontés
US,California,87,25.0,Pinot Noir
Chile,Leyda Valley,87,18.0,Chardonnay
US,California,87,35.0,Rhône-style Red Blend
Italy,Tuscany,87,16.0,Sangiovese
US,California,87,19.0,Syrah
Chile,Bío Bío Valley,87,18.0,Pinot Noir
Italy,Veneto,87,13.0,White Blend
US,Oregon,87,45.0,Chardonnay
Italy,Northeastern Italy,87,18.0,Gewürztraminer
France,Southwest France,87,35.0,Bordeaux-style Red Blend
France,Bordeaux,87,15.0,Bordeaux-style Red Blend
US,Oregon,87,17.0,Pinot Gris
US,California,86,25.0,Cabernet Sauvignon
US,Oregon,86,20.0,Pinot Noir
US,California,86,48.0,Pinot Noir
US,California,86,75.0,Bordeaux-style Red Blend
US,California,86,21.0,Sauvignon Blanc
Italy,Northeastern Italy,86,18.0,Pinot Grigio
US,California,86,22.0,Chardonnay
Italy,Tuscany,86,22.0,Red Blend
US,California,86,22.0,Zinfandel
US,California,86,23.0,Pinot Noir
Italy,Northeastern Italy,86,9.0,Chardonnay
Portugal,Tejo,86,8.0,Portuguese Red
US,California,86,33.0,Chardonnay
France,Bordeaux,86,25.0,Bordeaux-style Red Blend
France,Burgundy,95,187.0,Chardonnay
France,Burgundy,95,225.0,Pinot Noir
France,Burgundy,95,520.0,Chardonnay
Spain,Northern Spain,95,90.0,Tinto Fino
France,Burgundy,95,300.0,Pinot Noir
France,Rhône Valley,95,120.0,Syrah
US,California,95,65.0,Grenache Blend
US,Washington,95,65.0,Syrah
Spain,Northern Spain,95,85.0,Tinta de Toro
France,Burgundy,95,140.0,Chardonnay
France,Burgundy,95,180.0,Pinot Noir
Italy,Sicily & Sardinia,95,50.0,Nerello Mascalese
France,Burgundy,95,170.0,Pinot Noir
France,Burgundy,95,200.0,Pinot Noir
France,Burgundy,94,428.0,Chardonnay
France,Burgundy,94,97.0,Pinot Noir
Spain,Northern Spain,94,50.0,Tinto Fino
Italy,Southern Italy,94,50.0,Sirica
Italy,Southern Italy,94,33.0,Aglianico
US,Washington,94,37.0,Bordeaux-style Red Blend
US,California,94,85.0,Cabernet Sauvignon
France,Burgundy,94,85.0,Pinot Noir
Italy,Southern Italy,94,34.0,Aglianico
France,Burgundy,94,257.0,Pinot Noir
US,Washington,94,20.0,Sauvignon Blanc
France,Burgundy,94,95.0,Chardonnay
US,Washington,94,52.0,Cabernet Sauvignon
US,Washington,94,30.0,Petit Verdot
US,Washington,94,65.0,Syrah
US,Idaho,86,19.0,Riesling
Spain,Northern Spain,86,20.0,Jaen
Spain,Levante,86,14.0,Bobal
US,California,86,9.0,Chardonnay
US,California,86,35.0,Chardonnay
Spain,Andalucia,86,25.0,Red Blend
Spain,Northern Spain,86,14.0,Garnacha
France,Rhône Valley,86,10.0,Rosé
France,Rhône Valley,86,11.0,Rosé
US,California,86,26.0,Sangiovese
France,Loire Valley,86,20.0,Sauvignon Blanc
France,Loire Valley,86,20.0,Rosé
US,California,86,82.0,Cabernet Sauvignon
US,Washington,86,36.0,Syrah
US,New York,86,40.0,Bordeaux-style Red Blend
France,Loire Valley,86,25.0,Sauvignon Blanc
Turkey,Turkey,86,25.0,Bordeaux-style Red Blend
US,California,86,20.0,Pinot Gris
Italy,Tuscany,86,50.0,Sangiovese
Italy,Tuscany,86,30.0,Sangiovese
France,Burgundy,86,20.0,Chardonnay
US,California,86,50.0,Chardonnay
US,California,86,18.0,Chardonnay
US,California,86,46.0,Bordeaux-style Red Blend
France,France Other,86,25.0,Mondeuse
US,California,86,14.0,Chardonnay
France,Loire Valley,86,26.0,Sauvignon Blanc
US,California,86,40.0,Pinot Noir
US,California,86,15.0,Cabernet Sauvignon
Italy,Piedmont,88,70.0,Nebbiolo
Chile,Casablanca Valley,88,20.0,Pinot Noir
France,Alsace,88,42.0,Gewürztraminer
Uruguay,Progreso,88,46.0,Red Blend
US,California,88,65.0,Cabernet Franc
Italy,Piedmont,88,75.0,Nebbiolo
France,Alsace,88,45.0,Riesling
US,New York,88,13.0,Gewürztraminer
US,Washington,88,24.0,Malbec
US,Washington,88,22.0,Viognier
US,California,88,20.0,Zinfandel
US,California,88,150.0,Cabernet Sauvignon
US,California,88,22.0,Grenache
US,New York,88,26.0,Pinot Noir
US,California,88,20.0,Chardonnay
US,Washington,88,18.0,Riesling
Bulgaria,Thracian Valley,88,9.0,Chardonnay
US,Washington,88,42.0,Cabernet Sauvignon
Chile,Maipo Valley,88,15.0,Chardonnay
US,Washington,88,22.0,Sauvignon Blanc
France,Bordeaux,88,20.0,Bordeaux-style Red Blend
France,Bordeaux,88,17.0,Bordeaux-style Red Blend
France,Bordeaux,88,15.0,Bordeaux-style Red Blend
France,Bordeaux,88,10.0,Bordeaux-style Red Blend
France,Bordeaux,88,20.0,Bordeaux-style Red Blend
France,Bordeaux,88,15.0,Bordeaux-style Red Blend
France,Bordeaux,88,17.0,Bordeaux-style Red Blend
Italy,Piedmont,88,27.0,Nebbiolo
US,California,88,14.0,Rosé
France,Burgundy,87,23.0,Pinot Noir
US,California,87,40.0,Cabernet Franc
France,Alsace,87,12.0,Alsace white blend
Italy,Sicily & Sardinia,87,13.0,Nero d'Avola
US,California,87,72.0,Cabernet Sauvignon
Italy,Sicily & Sardinia,87,11.0,Red Blend
US,California,87,14.0,Chardonnay
Italy,Southern Italy,87,65.0,Red Blend
Chile,Maipo Valley,87,13.0,Cabernet Sauvignon
Germany,Mosel,87,15.0,Riesling
Italy,Southern Italy,87,19.0,Aglianico
Chile,Maipo Valley,87,15.0,Cabernet Sauvignon
US,California,87,40.0,Carmenère
US,California,87,13.0,Merlot
US,California,87,34.0,Cabernet Sauvignon
US,California,87,28.0,Red Blend
Chile,Maule Valley,87,11.0,Syrah
France,Alsace,87,18.0,Pinot Auxerrois
US,Oregon,87,45.0,Pinot Noir
Italy,Sicily & Sardinia,87,20.0,Grillo
Spain,Galicia,87,17.0,Albariño
France,Burgundy,87,18.0,Chardonnay
Moldova,Moldova,87,11.0,Feteascǎ Regalǎ
Chile,Maipo Valley,87,15.0,Sauvignon Blanc
Italy,Sicily & Sardinia,87,30.0,Catarratto
US,California,87,15.0,Chardonnay
Italy,Tuscany,91,55.0,Sangiovese
US,California,91,20.0,Merlot
US,California,91,20.0,Syrah
Australia,South Australia,91,35.0,Cabernet Sauvignon
Australia,South Australia,91,65.0,Cabernet Sauvignon
France,Alsace,91,28.0,Riesling
US,California,91,72.0,Pinot Noir
US,Oregon,91,55.0,Pinot Noir
Australia,South Australia,91,30.0,Cabernet Sauvignon
US,California,91,32.0,Pinot Noir
Italy,Tuscany,91,25.0,Red Blend
US,California,91,25.0,Pinot Noir
France,Alsace,91,36.0,Riesling
Spain,Northern Spain,91,32.0,Godello
Italy,Tuscany,91,34.0,Pinot Nero
France,Bordeaux,91,25.0,Bordeaux-style Red Blend
France,Bordeaux,91,20.0,Bordeaux-style Red Blend
France,Bordeaux,91,31.0,Bordeaux-style Red Blend
US,Oregon,91,18.0,Pinot Blanc
US,Oregon,91,48.0,Pinot Noir
US,California,91,40.0,Red Blend
US,Oregon,91,35.0,Pinot Noir
US,California,91,45.0,Pinot Noir
Spain,Northern Spain,91,32.0,Godello
US,California,91,46.0,Pinot Noir
US,California,91,29.0,Sauvignon Blanc
Italy,Tuscany,91,50.0,Sangiovese
France,Alsace,91,26.0,Gewürztraminer
France,Bordeaux,91,45.0,Bordeaux-style Red Blend
France,Bordeaux,91,30.0,Bordeaux-style Red Blend
US,California,85,10.0,Pinot Grigio
Chile,Maule Valley,85,12.0,Cabernet Sauvignon-Syrah
France,Southwest France,85,20.0,Rosé
France,Southwest France,85,15.0,Malbec
France,Southwest France,85,12.0,Rosé
Portugal,Tejo,85,9.0,Portuguese White
France,Southwest France,85,11.0,Sauvignon Blanc
US,California,85,30.0,Bordeaux-style Red Blend
US,California,85,18.0,Sauvignon Blanc
Spain,Northern Spain,85,16.0,Tempranillo
France,Southwest France,85,10.0,Colombard-Ugni Blanc
France,Rhône Valley,85,9.0,Rosé
Greece,Drama,85,16.0,Malagousia
Spain,Central Spain,85,11.0,Tempranillo
Spain,Northern Spain,85,8.0,Garnacha
France,Rhône Valley,85,11.0,Rhône-style White Blend
Chile,Maule Valley,85,15.0,Cabernet Sauvignon
US,California,85,8.0,Sauvignon Blanc
Chile,Maule Valley,85,10.0,Red Blend
Chile,Colchagua Valley,85,13.0,Rosé
US,Oregon,85,40.0,Cabernet Sauvignon
US,California,85,20.0,Riesling
US,Oregon,85,32.0,Chardonnay
Chile,San Antonio,85,26.0,Chardonnay
Portugal,Tejo,85,14.0,Portuguese White
Chile,Leyda Valley,85,11.0,Chardonnay
US,Oregon,85,20.0,Riesling
US,California,89,26.0,Grenache
US,New York,89,25.0,Cabernet Sauvignon
US,New York,89,16.0,Pinot Grigio
France,Southwest France,89,16.0,Chardonnay-Sauvignon Blanc
US,California,89,20.0,Pinot Grigio
Austria,Niederösterreich,89,15.0,White Blend
Austria,Niederösterreich,89,15.0,Grüner Veltliner
Italy,Sicily & Sardinia,89,20.0,Nero d'Avola
US,Washington,89,40.0,Malbec
US,New York,89,24.0,Cabernet Sauvignon
Italy,Southern Italy,89,50.0,Aglianico
US,California,89,40.0,Pinot Noir
US,Washington,89,25.0,Syrah
US,Oregon,89,60.0,Pinot Noir
US,California,89,45.0,Zinfandel
Spain,Andalucia,89,16.0,Sherry
Italy,Lombardy,89,19.0,Turbiana
US,Oregon,89,45.0,Pinot Noir
Spain,Galicia,89,19.0,Albariño
US,California,89,42.0,Rosé
US,California,89,40.0,Montepulciano
Italy,Veneto,89,24.0,White Blend
US,Washington,89,18.0,Red Blend
US,Oregon,89,38.0,Grenache
US,California,89,35.0,Red Blend
Spain,Catalonia,89,20.0,Sparkling Blend
Austria,Burgenland,89,13.0,Grüner Veltliner
Germany,Mosel,92,30.0,Riesling
Germany,Mosel,92,38.0,Riesling
US,California,92,125.0,Cabernet Sauvignon
Spain,Northern Spain,92,70.0,Tempranillo
US,Oregon,92,60.0,Pinot Noir
US,Oregon,92,19.0,Pinot Gris
US,Oregon,92,55.0,Pinot Noir
US,California,92,95.0,Bordeaux-style Red Blend
US,California,92,26.0,Grenache
France,Alsace,92,36.0,Gewürztraminer
France,Alsace,92,54.0,Gewürztraminer
France,Alsace,92,48.0,Gewürztraminer
Italy,Sicily & Sardinia,92,20.0,Nerello Mascalese
US,Oregon,92,52.0,Pinot Noir
Italy,Sicily & Sardinia,92,59.0,Red Blend
Argentina,Mendoza Province,92,45.0,Malbec
Italy,Sicily & Sardinia,92,149.0,Red Blend
France,Alsace,92,25.0,Gewürztraminer
US,Oregon,92,32.0,Syrah
US,Oregon,92,30.0,Viognier
US,California,92,50.0,Tannat
Italy,Sicily & Sardinia,92,24.0,Carricante
Italy,Sicily & Sardinia,92,43.0,Fiano
New Zealand,Hawke's Bay,92,61.0,Syrah
US,Oregon,92,60.0,Pinot Noir
Italy,Sicily & Sardinia,92,34.0,Nerello Mascalese
New Zealand,Central Otago,92,44.0,Pinot Noir
US,Oregon,92,48.0,Pinot Noir
France,Alsace,92,60.0,Gewürztraminer
US,California,92,44.0,Pinot Noir
US,California,87,50.0,Cabernet Franc
Spain,Galicia,87,17.0,Albariño
US,Oregon,87,30.0,Pinot Noir
Spain,Catalonia,87,14.0,Sparkling Blend
US,California,87,90.0,Bordeaux-style Red Blend
US,Oregon,87,28.0,Chardonnay
Israel,Galilee,87,36.0,Bordeaux-style Red Blend
Germany,Mosel,87,30.0,Riesling
Portugal,Lisboa,87,14.0,Portuguese White
US,California,87,25.0,Malbec
US,Oregon,87,36.0,Pinot Noir
Portugal,Alentejano,87,14.0,Alfrocheiro
Portugal,Alentejano,87,10.0,Portuguese White
Italy,Piedmont,87,30.0,Barbera
US,California,87,40.0,Pinot Noir
Portugal,Lisboa,87,14.0,Portuguese White
Israel,Galil,87,45.0,Cabernet Sauvignon
France,Loire Valley,87,18.0,Pinot Noir-Gamay
Spain,Galicia,87,20.0,Albariño
Spain,Northern Spain,87,8.0,Garnacha
Spain,Northern Spain,87,9.0,Garnacha
US,California,87,10.0,Red Blend
Italy,Piedmont,87,25.0,Nebbiolo
Argentina,Mendoza Province,87,15.0,Malbec
Portugal,Douro,87,12.0,Portuguese Red
France,Champagne,87,30.0,Champagne Blend
France,Loire Valley,87,18.0,Rosé
US,California,87,26.0,Zinfandel
Italy,Piedmont,88,55.0,Nebbiolo
France,Alsace,88,19.0,Riesling
France,Alsace,88,50.0,Pinot Noir
US,California,88,25.0,Syrah
Chile,Rapel Valley,88,22.0,Malbec
US,California,88,25.0,Syrah
US,California,88,32.0,Syrah
Italy,Piedmont,88,70.0,Nebbiolo
Chile,Casablanca Valley,88,20.0,Pinot Noir
France,Alsace,88,42.0,Gewürztraminer
Uruguay,Progreso,88,46.0,Red Blend
US,California,88,65.0,Cabernet Franc
Italy,Piedmont,88,75.0,Nebbiolo
Bulgaria,Thracian Valley,88,9.0,Chardonnay
US,California,88,50.0,Cabernet Sauvignon
Italy,Piedmont,88,80.0,Nebbiolo
Slovenia,Slovenska Istra,88,36.0,Malvasia
Italy,Piedmont,88,50.0,Nebbiolo
Italy,Piedmont,88,88.0,Nebbiolo
Uruguay,Progreso,88,17.0,Tannat
Portugal,Douro,88,12.0,Portuguese Red
US,California,88,30.0,Red Blend
Chile,Rapel Valley,88,22.0,Carmenère
US,California,88,55.0,Cabernet Sauvignon
US,California,88,48.0,Chardonnay
Hungary,Pannon,88,12.0,Grüner Veltliner
Italy,Piedmont,88,25.0,Nebbiolo
South Africa,Western Cape,88,20.0,Champagne Blend
US,California,88,25.0,Rosé
US,California,88,25.0,Sauvignon Blanc
France,Bordeaux,86,13.0,Bordeaux-style Red Blend
US,Oregon,86,45.0,Grenache
US,California,86,24.0,Pinot Noir
US,California,86,30.0,Rhône-style Red Blend
Chile,Maipo Valley,86,10.0,Sauvignon Blanc
Italy,Lombardy,86,31.0,Turbiana
Italy,Northeastern Italy,86,16.0,Pinot Grigio
US,California,86,35.0,Cabernet Sauvignon
US,California,86,15.0,Chardonnay
Italy,Northeastern Italy,86,15.0,Teroldego Rotaliano
US,California,86,25.0,Cabernet Franc
Chile,Curicó Valley,86,10.0,Sauvignon Blanc
Italy,Lombardy,86,9.0,Turbiana
US,California,86,12.0,Zinfandel
US,California,86,13.0,Chardonnay
Italy,Northeastern Italy,86,15.0,Pinot Grigio
US,California,86,55.0,Pinot Noir
US,California,86,26.0,Zinfandel
Italy,Veneto,86,13.0,Garganega
Italy,Northeastern Italy,86,18.0,Red Blend
US,California,86,55.0,Pinot Noir
France,Bordeaux,86,17.0,Merlot
France,Bordeaux,86,11.0,Bordeaux-style Red Blend
France,Bordeaux,86,24.0,Bordeaux-style Red Blend
US,California,86,32.0,Pinot Noir
Portugal,Dão,86,8.0,Portuguese Red
Germany,Baden,86,24.0,Spätburgunder
US,California,86,60.0,Meritage
France,France Other,86,25.0,Mondeuse
